0.999946, 0.010380
1.999884, 0.021541
2.999811, 0.033587
3.999726, 0.046638
4.999625, 0.060839
5.999505, 0.076360
6.999359, 0.093408
7.999182, 0.112232
8.998964, 0.133139
9.998691, 0.156504
10.998345, 0.182799
11.997900, 0.212617
12.997319, 0.246718
13.996543, 0.286090
14.995487, 0.332036
15.994013, 0.386307
16.991899, 0.451307
17.988765, 0.530409
18.983946, 0.628465
19.976207, 0.752635
20.963148, 0.913716
21.939888, 1.128146
22.896286, 1.420212
23.812467, 1.820976
24.658712, 2.353770
25.417740, 3.004829
26.113208, 3.723385
26.788959, 4.460516
27.477575, 5.185641
28.196147, 5.881094
28.951715, 6.536165
29.745735, 7.144056
30.576665, 7.700433
31.441385, 8.202686
32.336001, 8.649523
33.256317, 9.040698
34.198130, 9.376836
35.157411, 9.659288
36.130430, 9.890015
37.113825, 10.071491
38.104654, 10.206616
39.100410, 10.298645
40.099032, 10.351125
41.098892, 10.367855
42.098780, 10.352859
43.097877, 10.310388
44.095734, 10.244950
45.092236, 10.161379
46.087575, 10.064938
47.082206, 9.961458
48.076782, 9.857445
49.072028, 9.760052
50.068538, 9.676582
51.066518, 9.613049
52.065651, 9.571407
53.065334, 9.546253
54.065080, 9.523693
55.064315, 9.484586
56.061554, 9.410337
57.053957, 9.287304
58.037794, 9.108237
59.009399, 8.871627
59.965994, 8.580206
60.906120, 8.239380
61.829658, 7.855874
62.737580, 7.436735
63.631578, 6.988663
64.513693, 6.517630
65.386025, 6.028715
66.250530, 5.526091
67.108919, 5.013092
67.962621, 4.492331
68.812790, 3.965820
69.660336, 3.435099
70.505967, 2.901330
71.350228, 2.365397
72.193539, 1.827972
73.036240, 1.289589
73.878650, 0.750753
74.721385, 0.212425
75.570747, -0.315387
74.703262, 0.182077
75.597357, -0.265800
74.682422, 0.137802
75.620211, -0.209406
74.664996, 0.086509
75.633806, -0.161297
74.654975, 0.043371
75.640120, -0.128352
74.650394, 0.014627
75.642972, -0.106982
74.648334, -0.003568
75.644354, -0.092698
74.647338, -0.015507
75.645075, -0.082734
74.646818, -0.023723
75.645475, -0.075523
74.646530, -0.029607
75.645708, -0.070154
74.646363, -0.033955
75.645847, -0.066068
74.646263, -0.037244
75.645934, -0.062905
74.646201, -0.039778
75.645988, -0.060424
74.646162, -0.041758
75.646023, -0.058457
74.646137, -0.043322
75.646045, -0.056886
74.646121, -0.044570
75.646060, -0.055623
74.646111, -0.045571
75.646070, -0.054601
74.646104, -0.046379
75.646076, -0.053772
74.646099, -0.047034
75.646081, -0.053096
74.646096, -0.047567
75.646083, -0.052544
74.646094, -0.048003
75.646085, -0.052092
74.646092, -0.048359
75.646087, -0.051721
74.646091, -0.048651
75.646088, -0.051416
74.646091, -0.048891
75.646088, -0.051165
74.646090, -0.049088
75.646089, -0.050959
74.646090, -0.049251
75.646089, -0.050789
74.646090, -0.049384
75.646089, -0.050648
74.646090, -0.049495
75.646089, -0.050532
74.646090, -0.049586
75.646089, -0.050437
74.646090, -0.049661
75.646089, -0.050358
74.646090, -0.049723
75.646089, -0.050292
74.646090, -0.049774
75.646089, -0.050238
74.646089, -0.049817
75.646089, -0.050194
74.646089, -0.049852
75.646089, -0.050157
74.646089, -0.049881
75.646089, -0.050126
74.646089, -0.049905
75.646089, -0.050101
74.646089, -0.049925
75.646089, -0.050080
74.646089, -0.049941
75.646089, -0.050063
74.646089, -0.049955
75.646089, -0.050049
74.646089, -0.049966
75.646089, -0.050037
74.646089, -0.049975
75.646089, -0.050027
74.646089, -0.049983
75.646089, -0.050019
74.646089, -0.049989
75.646089, -0.050012
74.646089, -0.049994
75.646089, -0.050007
74.646089, -0.049999
75.646089, -0.050002
74.646089, -0.050002
75.646089, -0.049999
74.646089, -0.050005
75.646089, -0.049995
74.646089, -0.050008
75.646089, -0.049993
74.646089, -0.050010
75.646089, -0.049991
74.646089, -0.050011
75.646089, -0.049989
74.646089, -0.050013
75.646089, -0.049987
74.646089, -0.050014
75.646089, -0.049986
74.646089, -0.050015
75.646089, -0.049985
74.646089, -0.050016
75.646089, -0.049984
74.646089, -0.050016
75.646089, -0.049984
74.646089, -0.050017
75.646089, -0.049983
74.646089, -0.050017
75.646089, -0.049983
74.646089, -0.050018
75.646089, -0.049982
74.646089, -0.050018
75.646089, -0.049982
74.646089, -0.050018
75.646089, -0.049982
74.646089, -0.050019
75.646089, -0.049981
74.646089, -0.050019
75.646089, -0.049981
74.646089, -0.050019
