0.000000, -50.000000, 0.856778, 0.515686, 0.001083
0.000000, -49.000000, 0.861882, 0.507108, 0.001094
0.000000, -48.000000, 0.866958, 0.498382, 0.001106
0.000000, -47.000000, 0.871999, 0.489507, 0.001118
0.000000, -46.000000, 0.877003, 0.480486, 0.001129
0.000000, -45.000000, 0.881964, 0.471318, 0.001140
0.000000, -44.000000, 0.886878, 0.462005, 0.001152
0.000000, -43.000000, 0.891740, 0.452548, 0.001163
0.000000, -42.000000, 0.896546, 0.442951, 0.001174
0.000000, -41.000000, 0.901290, 0.433216, 0.001185
0.000000, -40.000000, 0.905968, 0.423345, 0.001196
0.000000, -39.000000, 0.910575, 0.413344, 0.001206
0.000000, -38.000000, 0.915105, 0.403215, 0.001216
0.000000, -37.000000, 0.919554, 0.392964, 0.001227
0.000000, -36.000000, 0.923915, 0.382597, 0.001236
0.000000, -35.000000, 0.928185, 0.372119, 0.001246
0.000000, -34.000000, 0.932358, 0.361537, 0.001255
0.000000, -33.000000, 0.936428, 0.350860, 0.001265
0.000000, -32.000000, 0.940391, 0.340095, 0.001273
0.000000, -31.000000, 0.944242, 0.329251, 0.001282
0.000000, -30.000000, 0.947977, 0.318338, 0.001290
0.000000, -29.000000, 0.951591, 0.307367, 0.001298
0.000000, -28.000000, 0.955080, 0.296347, 0.001305
0.000000, -27.000000, 0.958441, 0.285292, 0.001312
0.000000, -26.000000, 0.961669, 0.274214, 0.001319
0.000000, -25.000000, 0.964762, 0.263124, 0.001325
0.000000, -24.000000, 0.967718, 0.252036, 0.001331
0.000000, -23.000000, 0.970534, 0.240963, 0.001337
0.000000, -22.000000, 0.973210, 0.229918, 0.001342
0.000000, -21.000000, 0.975744, 0.218914, 0.001347
0.000000, -20.000000, 0.978136, 0.207965, 0.001351
0.000000, -19.000000, 0.980387, 0.197081, 0.001355
0.000000, -18.000000, 0.982498, 0.186274, 0.001359
0.000000, -17.000000, 0.984470, 0.175553, 0.001362
0.000000, -16.000000, 0.986306, 0.164927, 0.001365
0.000000, -15.000000, 0.988008, 0.154403, 0.001368
0.000000, -14.000000, 0.989580, 0.143985, 0.001370
0.000000, -13.000000, 0.991025, 0.133675, 0.001372
0.000000, -12.000000, 0.992348, 0.123473, 0.001374
0.000000, -11.000000, 0.993552, 0.113376, 0.001376
0.000000, -10.000000, 0.994642, 0.103377, 0.001378
0.000000, -9.000000, 0.995622, 0.093468, 0.001380
0.000000, -8.000000, 0.996496, 0.083639, 0.001381
0.000000, -7.000000, 0.997268, 0.073875, 0.001383
0.000000, -6.000000, 0.997940, 0.064160, 0.001384
0.000000, -5.000000, 0.998515, 0.054477, 0.001385
0.000000, -4.000000, 0.998996, 0.044808, 0.001387
0.000000, -3.000000, 0.999383, 0.035131, 0.001388
0.000000, -2.000000, 0.999677, 0.025428, 0.001390
0.000000, -1.000000, 0.999877, 0.015678, 0.001391
0.000000, 0.000000, 0.999983, 0.005864, 0.001393
0.000000, 1.000000, 0.999992, -0.004032, 0.001394
0.000000, 2.000000, 0.999902, -0.014025, 0.001395
0.000000, 3.000000, 0.999709, -0.024128, 0.001397
0.000000, 4.000000, 0.999410, -0.034351, 0.001398
0.000000, 5.000000, 0.999000, -0.044703, 0.001399
0.000000, 6.000000, 0.998476, -0.055187, 0.001400
0.000000, 7.000000, 0.997832, -0.065805, 0.001401
0.000000, 8.000000, 0.997065, -0.076558, 0.001402
0.000000, 9.000000, 0.996170, -0.087440, 0.001402
0.000000, 10.000000, 0.995142, -0.098447, 0.001402
0.000000, 11.000000, 0.993979, -0.109570, 0.001402
0.000000, 12.000000, 0.992677, -0.120801, 0.001401
0.000000, 13.000000, 0.991233, -0.132129, 0.001400
0.000000, 14.000000, 0.989645, -0.143540, 0.001399
0.000000, 15.000000, 0.987911, -0.155022, 0.001397
0.000000, 16.000000, 0.986031, -0.166563, 0.001394
0.000000, 17.000000, 0.984004, -0.178147, 0.001392
0.000000, 18.000000, 0.981830, -0.189761, 0.001388
0.000000, 19.000000, 0.979511, -0.201391, 0.001385
0.000000, 20.000000, 0.977047, -0.213023, 0.001380
0.000000, 21.000000, 0.974441, -0.224645, 0.001376
0.000000, 22.000000, 0.971694, -0.236244, 0.001370
0.000000, 23.000000, 0.968809, -0.247807, 0.001365
0.000000, 24.000000, 0.965791, -0.259323, 0.001359
0.000000, 25.000000, 0.962641, -0.270781, 0.001352
0.000000, 26.000000, 0.959364, -0.282172, 0.001345
0.000000, 27.000000, 0.955964, -0.293485, 0.001338
0.000000, 28.000000, 0.952444, -0.304713, 0.001330
0.000000, 29.000000, 0.948810, -0.315847, 0.001322
0.000000, 30.000000, 0.945066, -0.326879, 0.001313
0.000000, 31.000000, 0.941216, -0.337804, 0.001304
0.000000, 32.000000, 0.937266, -0.348616, 0.001295
