0.499973, 0.005190
0.999944, 0.010569
1.499913, 0.016149
1.999879, 0.021942
2.499843, 0.027963
2.999804, 0.034226
3.499761, 0.040749
3.999715, 0.047548
4.499665, 0.054644
4.999610, 0.062058
5.499550, 0.069813
5.999484, 0.077935
6.499411, 0.086452
6.999331, 0.095395
7.499243, 0.104799
7.999145, 0.114701
8.499036, 0.125144
8.998914, 0.136175
9.498778, 0.147846
9.998625, 0.160216
10.498452, 0.173350
10.998257, 0.187323
11.498035, 0.202217
11.997782, 0.218129
12.497491, 0.235165
12.997157, 0.253448
13.496770, 0.273119
13.996319, 0.294341
14.495792, 0.317302
14.995171, 0.342219
15.494434, 0.369347
15.993555, 0.398986
16.492497, 0.431489
16.991215, 0.467276
17.489647, 0.506848
17.987710, 0.550811
18.485295, 0.599893
18.982251, 0.654984
19.478368, 0.717174
19.973355, 0.787799
20.466798, 0.868510
20.958106, 0.961335
21.446431, 1.068752
21.930558, 1.193735
22.408768, 1.339734
22.878707, 1.510489
23.337356, 1.709590
23.781273, 1.939672
24.207284, 2.201424
24.613565, 2.492862
25.000548, 2.809475
25.371005, 3.145276
25.729242, 3.494082
26.080020, 3.850390
26.427739, 4.209682
26.776063, 4.568389
27.127834, 4.923716
27.485150, 5.273467
27.849487, 5.615896
28.221831, 5.949603
28.602779, 6.273452
28.992638, 6.586519
29.391486, 6.888049
29.799233, 7.177431
30.215660, 7.454177
30.640453, 7.717902
31.073228, 7.968313
31.513551, 8.205201
31.960953, 8.428430
32.414946, 8.637932
32.875027, 8.833699
33.340695, 9.015779
33.811450, 9.184273
34.286801, 9.339327
34.766271, 9.481131
35.249401, 9.609915
35.735752, 9.725944
36.224907, 9.829518
36.716473, 9.920965
37.210083, 10.000644
37.705398, 10.068936
38.202102, 10.126247
38.699911, 10.173002
39.198567, 10.209646
39.697838, 10.236641
40.197520, 10.254467
40.697436, 10.263618
41.197435, 10.264602
41.697391, 10.257945
42.197201, 10.244185
42.696789, 10.223879
43.196098, 10.197601
43.695095, 10.165946
44.193767, 10.129530
44.692121, 10.088999
45.190184, 10.045027
45.687998, 9.998326
46.185623, 9.949648
46.683131, 9.899787
47.180604, 9.849588
47.678133, 9.799937
48.175807, 9.751764
48.673710, 9.706017
49.171911, 9.663638
49.670455, 9.625508
50.169356, 9.592373
50.668592, 9.564748
51.168110, 9.542801
51.667836, 9.526239
52.167691, 9.514230
52.667613, 9.505378
53.167555, 9.497786
53.667481, 9.489182
54.167336, 9.477110
54.667012, 9.459114
55.166325, 9.432912
55.664998, 9.396512
56.162667, 9.348290
56.658899, 9.287022
57.153220, 9.211877
57.645148, 9.122394
58.134222, 9.018441
58.620033, 8.900172
59.102240, 8.767973
59.580584, 8.622416
60.054895, 8.464211
60.525092, 8.294167
60.991175, 8.113151
61.453220, 7.922062
61.911362, 7.721798
62.365789, 7.513241
62.816724, 7.297238
63.264416, 7.074590
63.709127, 6.846046
64.151123, 6.612296
64.590669, 6.373969
65.028018, 6.131636
65.463414, 5.885810
65.897081, 5.636947
66.329228, 5.385453
66.760044, 5.131687
67.189701, 4.875962
67.618352, 4.618555
68.046134, 4.359707
68.473168, 4.099627
68.899562, 3.838497
69.325407, 3.576475
69.750788, 3.313699
70.175776, 3.050288
70.600434, 2.786346
71.024817, 2.521962
71.448974, 2.257214
71.872947, 1.992173
72.296776, 1.726901
72.720497, 1.461457
73.144147, 1.195901
73.567773, 0.930305
73.991446, 0.664783
74.415328, 0.399597
74.840033, 0.135731
